cluster,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1,1143.0,1119.0,610.0,1770.0,1103.0,31.8,30.5,1.4083
1,1120.0,1058.0,626.0,1716.0,1049.0,31.4,31.8,1.441
1,1030.0,935.0,726.0,1583.0,791.0,32.5,28.7,1.3796
1,1058.0,1016.0,673.0,1625.0,832.0,33.8,25.8,1.3338
1,1040.0,882.0,756.0,1560.0,635.0,34.5,28.6,1.5393
1,1093.0,981.0,666.0,1676.0,733.0,32.7,33.0,1.5987
1,1184.0,1119.0,594.0,1806.0,912.0,31.4,35.4,1.5972
1,1180.0,1121.0,568.0,1816.0,947.0,27.7,43.5,1.592
1,1079.0,988.0,633.0,1694.0,899.0,26.2,47.8,1.5979
1,1095.0,1032.0,621.0,1730.0,984.0,25.7,48.7,1.5825
1,1073.0,1009.0,639.0,1655.0,955.0,25.2,50.1,1.58
1,1063.0,991.0,655.0,1672.0,966.0,24.4,53.4,1.6031
1,1046.0,960.0,671.0,1637.0,899.0,23.7,55.4,1.6031
1,953.0,858.0,742.0,1544.0,780.0,22.8,58.5,1.5992
1,864.0,673.0,947.0,1412.0,636.0,22.8,58.5,1.5985
1,829.0,628.0,994.0,1378.0,577.0,22.3,59.7,1.5889
1,838.0,639.0,963.0,1391.0,596.0,20.8,64.9,1.571
1,913.0,728.0,802.0,1418.0,887.0,19.7,66.8,1.5184
1,1039.0,921.0,687.0,1556.0,1115.0,19.8,64.3,1.4678
0,1252.0,1320.0,499.0,2001.0,1374.0,20.6,62.3,1.4915
0,1410.0,1669.0,393.0,2555.0,1644.0,23.2,54.0,1.5143
0,1217.0,1261.0,533.0,1941.0,1375.0,26.3,43.1,1.4542
1,1114.0,1077.0,633.0,1705.0,1199.0,29.1,35.4,1.4008
1,1026.0,1020.0,689.0,1603.0,992.0,30.0,31.6,1.3176
1,1051.0,1094.0,646.0,1675.0,966.0,32.4,26.3,1.2594
1,1027.0,1024.0,700.0,1588.0,814.0,31.3,29.1,1.3054
1,996.0,992.0,722.0,1580.0,727.0,31.1,28.6,1.2718
1,1028.0,1060.0,686.0,1601.0,806.0,33.3,24.4,1.232
1,1030.0,1060.0,705.0,1588.0,852.0,35.5,21.2,1.2022
1,1133.0,1280.0,595.0,1791.0,1093.0,34.6,22.0,1.189
1,1180.0,1339.0,567.0,1868.0,1211.0,33.3,23.6,1.1842
0,1261.0,1446.0,528.0,2061.0,1346.0,30.0,28.5,1.1896
1,1093.0,1133.0,599.0,1708.0,1200.0,28.0,33.0,1.2264
1,1068.0,1029.0,650.0,1612.0,1192.0,27.2,37.4,1.3279
1,1031.0,958.0,700.0,1560.0,1074.0,26.6,39.9,1.3657
1,1055.0,1037.0,635.0,1632.0,1161.0,25.3,41.7,1.3247
1,1060.0,1029.0,622.0,1663.0,1210.0,24.3,44.7,1.3432
1,962.0,880.0,726.0,1484.0,1050.0,24.4,45.6,1.3779
1,874.0,776.0,846.0,1416.0,873.0,23.1,49.9,1.3891
1,832.0,661.0,977.0,1312.0,766.0,22.7,51.3,1.3977
1,834.0,709.0,907.0,1348.0,835.0,21.8,54.1,1.4004
1,865.0,745.0,866.0,1394.0,901.0,21.0,56.9,1.3999
1,903.0,803.0,819.0,1471.0,853.0,21.8,55.5,1.4323
0,1236.0,1297.0,542.0,1997.0,1321.0,21.6,57.2,1.4607
0,1464.0,1552.0,419.0,2366.0,1738.0,22.8,54.2,1.4886
0,1258.0,1261.0,514.0,1940.0,1603.0,26.2,45.0,1.5098
1,1203.0,1174.0,577.0,1824.0,1426.0,30.8,34.8,1.5165
1,1156.0,1127.0,616.0,1767.0,1295.0,34.1,28.8,1.5105
1,1106.0,1130.0,623.0,1726.0,1093.0,35.9,24.7,1.437
1,1008.0,1037.0,697.0,1587.0,803.0,33.7,25.1,1.2915
1,1011.0,1017.0,704.0,1569.0,738.0,34.4,24.0,1.279
1,1049.0,1100.0,667.0,1635.0,870.0,36.4,20.3,1.214
1,1053.0,1108.0,694.0,1570.0,873.0,38.7,17.3,1.1729
1,1088.0,1159.0,666.0,1626.0,889.0,37.2,18.9,1.1774
0,1248.0,1454.0,550.0,1917.0,1599.0,36.1,20.0,1.1767
0,1374.0,1517.0,490.0,2069.0,1704.0,32.8,29.4,1.4344
0,1213.0,1210.0,572.0,1809.0,1424.0,30.0,35.9,1.4958
1,1108.0,1051.0,640.0,1616.0,1199.0,28.7,38.2,1.4794
1,1071.0,982.0,649.0,1557.0,1099.0,28.1,40.4,1.512
1,1044.0,967.0,672.0,1540.0,1133.0,27.4,41.4,1.4877
1,1045.0,964.0,666.0,1554.0,1140.0,26.4,44.0,1.4919
1,1004.0,921.0,699.0,1495.0,1092.0,24.9,47.9,1.4855
1,944.0,796.0,784.0,1407.0,1021.0,24.0,50.3,1.476
1,868.0,657.0,921.0,1356.0,764.0,25.2,47.9,1.5129
1,850.0,632.0,954.0,1316.0,803.0,24.2,50.6,1.5011
1,873.0,668.0,911.0,1354.0,744.0,23.1,55.0,1.5357
1,905.0,766.0,842.0,1438.0,818.0,22.9,56.2,1.5522
0,1249.0,1239.0,540.0,1953.0,1285.0,22.0,59.3,1.5523
0,1488.0,1653.0,388.0,2537.0,1782.0,23.7,54.0,1.5627
0,1300.0,1296.0,489.0,1989.0,1639.0,26.7,45.7,1.5747
0,1311.0,1267.0,524.0,1941.0,1662.0,31.4,34.5,1.5599
1,1232.0,1210.0,565.0,1832.0,1478.0,34.5,28.5,1.5324
1,1113.0,1096.0,635.0,1636.0,1050.0,36.4,23.6,1.4064
1,1048.0,1021.0,698.0,1570.0,846.0,35.1,23.2,1.2884
1,1054.0,1036.0,697.0,1585.0,830.0,35.7,22.2,1.2765
1,1104.0,1102.0,670.0,1609.0,1480.0,37.6,19.6,1.2534
1,1130.0,1113.0,674.0,1623.0,1127.0,38.8,17.6,1.1979
1,1229.0,1348.0,565.0,1830.0,1445.0,39.3,16.0,1.1138
0,1347.0,1382.0,529.0,1961.0,1543.0,37.0,23.6,1.4639
0,1424.0,1417.0,488.0,2092.0,1674.0,33.2,30.1,1.5095
0,1305.0,1188.0,546.0,1843.0,1524.0,31.0,33.1,1.462
1,1180.0,1088.0,619.0,1662.0,1339.0,29.5,33.4,1.3562
1,1029.0,904.0,709.0,1460.0,992.0,29.1,36.7,1.4502
1,1080.0,902.0,702.0,1516.0,1048.0,27.8,40.7,1.5002
1,1197.0,1029.0,601.0,1628.0,1362.0,26.0,45.3,1.4999
1,1006.0,845.0,738.0,1430.0,978.0,25.8,45.4,1.487
1,987.0,820.0,772.0,1400.0,935.0,25.4,45.9,1.4684
1,958.0,735.0,816.0,1409.0,906.0,25.2,46.4,1.464
1,962.0,747.0,813.0,1431.0,913.0,23.0,52.7,1.4568
1,958.0,744.0,809.0,1419.0,903.0,22.1,54.5,1.4337
1,976.0,780.0,795.0,1467.0,898.0,22.5,53.6,1.4422
1,1088.0,945.0,636.0,1613.0,1165.0,22.0,55.4,1.4436
1,1159.0,1016.0,595.0,1681.0,1260.0,23.4,51.6,1.4639
1,1156.0,988.0,615.0,1634.0,1250.0,26.7,43.0,1.4808
1,1202.0,1021.0,649.0,1644.0,1226.0,31.3,32.9,1.4771
1,1226.0,1080.0,622.0,1697.0,1188.0,34.8,27.1,1.4837
1,1181.0,1091.0,638.0,1637.0,1072.0,38.3,21.5,1.4263
1,1062.0,969.0,729.0,1459.0,782.0,37.1,21.2,1.3107
1,1013.0,897.0,798.0,1351.0,594.0,37.3,20.3,1.2771
1,1029.0,913.0,787.0,1373.0,607.0,38.3,19.3,1.2736
1,1144.0,1046.0,682.0,1564.0,879.0,40.7,17.0,1.2793
1,1159.0,1059.0,664.0,1580.0,945.0,39.5,18.5,1.3076
1,1113.0,978.0,705.0,1538.0,946.0,36.6,22.6,1.3664
1,1100.0,944.0,730.0,1524.0,882.0,32.8,28.2,1.3842
1,1037.0,890.0,765.0,1408.0,735.0,30.7,30.7,1.3338
1,1055.0,988.0,720.0,1490.0,874.0,30.1,28.7,1.2052
1,980.0,901.0,812.0,1369.0,731.0,29.7,25.4,1.044
1,1083.0,1094.0,706.0,1537.0,926.0,29.6,24.3,0.9889
0,1399.0,1558.0,473.0,2052.0,1652.0,28.0,29.1,1.0846
0,1194.0,1255.0,555.0,1694.0,1452.0,27.2,33.3,1.1788
1,970.0,870.0,792.0,1376.0,943.0,27.5,30.9,1.1155
1,898.0,721.0,912.0,1264.0,594.0,27.1,33.3,1.1762
1,929.0,769.0,879.0,1335.0,607.0,26.4,35.1,1.1919
1,913.0,734.0,864.0,1338.0,646.0,25.6,37.6,1.2131
1,854.0,600.0,1102.0,1252.0,542.0,25.4,38.6,1.2352
1,881.0,647.0,964.0,1250.0,550.0,25.5,38.2,1.2296
1,867.0,618.0,1042.0,1231.0,488.0,27.0,34.3,1.2089
1,885.0,638.0,1059.0,1248.0,484.0,29.9,29.6,1.2296
1,899.0,654.0,1037.0,1254.0,481.0,31.9,26.8,1.2477
1,886.0,633.0,1071.0,1214.0,453.0,33.0,23.5,1.1583
1,864.0,651.0,1096.0,1193.0,443.0,34.5,19.3,1.0369
1,822.0,611.0,1191.0,1138.0,403.0,33.2,19.0,0.9533
1,810.0,597.0,1255.0,1106.0,361.0,32.2,20.5,0.9699
2,784.0,576.0,1327.0,1060.0,342.0,32.6,17.5,0.8467
1,823.0,633.0,1228.0,1103.0,366.0,33.0,17.5,0.8683
1,863.0,678.0,1153.0,1139.0,434.0,32.9,17.5,0.8622
1,880.0,728.0,1046.0,1167.0,514.0,31.6,18.0,0.8243
1,951.0,859.0,897.0,1267.0,718.0,29.3,20.4,0.8162
1,942.0,786.0,930.0,1245.0,705.0,27.8,24.4,0.9002
1,988.0,859.0,845.0,1341.0,799.0,27.1,26.9,0.9524
1,1008.0,845.0,832.0,1349.0,856.0,26.3,29.5,0.9959
1,965.0,769.0,878.0,1315.0,667.0,25.9,32.9,1.0826
1,957.0,717.0,911.0,1322.0,579.0,25.3,36.9,1.1764
1,921.0,666.0,954.0,1288.0,480.0,24.8,40.1,1.2378
2,854.0,562.0,1106.0,1224.0,400.0,24.3,42.9,1.2906
2,826.0,504.0,1250.0,1204.0,385.0,24.0,45.5,1.3404
2,828.0,501.0,1281.0,1189.0,385.0,23.9,47.4,1.3881
1,892.0,580.0,1076.0,1271.0,516.0,23.5,49.1,1.3991
1,954.0,660.0,938.0,1342.0,728.0,23.7,49.2,1.4195
1,1120.0,890.0,728.0,1546.0,1035.0,23.6,49.6,1.4247
1,1096.0,921.0,716.0,1534.0,988.0,24.3,45.4,1.365
1,1058.0,898.0,749.0,1470.0,977.0,26.3,38.3,1.2932
1,977.0,800.0,843.0,1372.0,778.0,27.6,34.2,1.2464
1,977.0,840.0,827.0,1390.0,736.0,29.2,29.1,1.1586
1,943.0,777.0,880.0,1333.0,632.0,29.2,28.6,1.1423
1,964.0,814.0,850.0,1369.0,689.0,29.4,28.3,1.1434
1,953.0,781.0,889.0,1356.0,641.0,29.8,28.0,1.1558
1,967.0,814.0,854.0,1385.0,703.0,30.1,26.7,1.1217
1,996.0,843.0,840.0,1394.0,765.0,30.1,27.2,1.1406
1,1091.0,1039.0,699.0,1586.0,923.0,29.6,27.5,1.1229
1,1114.0,1101.0,663.0,1632.0,1057.0,29.6,27.7,1.1278
1,1133.0,1101.0,647.0,1669.0,1105.0,28.0,30.1,1.1226
1,1031.0,921.0,731.0,1490.0,897.0,26.8,33.8,1.1723
1,952.0,787.0,856.0,1342.0,723.0,25.7,35.8,1.16
1,949.0,804.0,835.0,1365.0,740.0,25.4,35.2,1.1255
1,932.0,752.0,889.0,1310.0,687.0,25.0,37.3,1.1614
1,966.0,774.0,859.0,1352.0,644.0,24.6,40.5,1.2362
1,888.0,653.0,973.0,1272.0,497.0,24.2,43.8,1.3057
1,847.0,634.0,1012.0,1258.0,525.0,24.0,43.7,1.2876
1,856.0,687.0,955.0,1260.0,726.0,21.9,48.3,1.2522
1,881.0,735.0,876.0,1308.0,783.0,22.4,47.2,1.2593
1,882.0,711.0,936.0,1310.0,741.0,22.9,46.5,1.2861
1,1016.0,888.0,776.0,1485.0,1040.0,23.1,47.0,1.3122
0,1228.0,1113.0,628.0,1719.0,1324.0,23.7,46.2,1.3376
0,1311.0,1350.0,529.0,1957.0,1486.0,25.8,41.9,1.3688
1,1081.0,983.0,703.0,1546.0,1079.0,27.3,38.3,1.3669
1,1104.0,993.0,705.0,1539.0,1081.0,31.0,29.1,1.2885
1,991.0,898.0,787.0,1412.0,806.0,31.6,25.5,1.1638
1,1008.0,980.0,755.0,1465.0,825.0,32.5,21.2,1.0173
1,986.0,1005.0,752.0,1439.0,907.0,31.7,20.5,0.9428
1,948.0,893.0,828.0,1374.0,768.0,31.5,21.5,0.9768
1,919.0,862.0,851.0,1293.0,697.0,31.6,20.8,0.9562
1,958.0,940.0,820.0,1380.0,728.0,32.4,19.4,0.9279
1,1037.0,1021.0,747.0,1451.0,786.0,31.7,20.3,0.9336
1,1120.0,1181.0,653.0,1604.0,1028.0,31.1,21.0,0.9337
0,1205.0,1294.0,579.0,1744.0,1317.0,28.9,25.4,0.9933
1,1172.0,1159.0,597.0,1653.0,1290.0,27.4,30.8,1.1112
1,1088.0,1019.0,668.0,1554.0,1165.0,26.3,34.1,1.1453
1,1055.0,979.0,694.0,1517.0,1086.0,25.4,35.2,1.1288
0,1297.0,1654.0,848.0,1366.0,1611.0,22.7,33.0,0.8987
1,1325.0,1266.0,926.0,1441.0,1543.0,32.4,19.8,0.9484
0,1383.0,1406.0,824.0,1582.0,1678.0,29.9,22.3,0.9235
1,1254.0,1241.0,873.0,1463.0,1431.0,28.2,24.8,0.936
1,1221.0,1174.0,874.0,1481.0,1413.0,26.8,28.9,1.0019
1,1226.0,1138.0,862.0,1481.0,1419.0,25.1,32.3,1.0131
1,1100.0,999.0,984.0,1361.0,1145.0,25.4,30.5,0.9722
1,999.0,879.0,1114.0,1261.0,960.0,24.9,28.3,0.8775
1,980.0,873.0,1088.0,1258.0,949.0,23.2,30.5,0.8558
2,859.0,698.0,1254.0,1157.0,819.0,22.3,33.6,0.8959
2,814.0,606.0,1370.0,1131.0,745.0,23.0,33.0,0.9184
2,806.0,605.0,1366.0,1132.0,725.0,21.4,35.7,0.8982
2,813.0,631.0,1327.0,1108.0,710.0,21.7,33.4,0.8545
2,889.0,760.0,1224.0,1213.0,806.0,20.3,35.5,0.8342
0,1200.0,1246.0,798.0,1574.0,1416.0,19.7,37.5,0.8501
0,1289.0,1335.0,724.0,1681.0,1521.0,21.0,35.6,0.8736
0,1355.0,1333.0,741.0,1691.0,1605.0,25.0,28.9,0.9025
0,1277.0,1292.0,800.0,1626.0,1481.0,31.0,21.9,0.9708
1,1156.0,1142.0,907.0,1490.0,1188.0,34.9,18.5,1.0189
1,1054.0,1071.0,1006.0,1380.0,940.0,37.1,15.0,0.9297
1,1096.0,1083.0,971.0,1430.0,986.0,35.0,17.3,0.9542
1,1160.0,1185.0,873.0,1522.0,1162.0,35.1,17.5,0.9733
1,1148.0,1149.0,924.0,1473.0,1047.0,35.4,16.6,0.9385
1,1166.0,1186.0,878.0,1500.0,1180.0,38.4,13.8,0.9221
1,1315.0,1370.0,794.0,1689.0,1399.0,37.6,14.5,0.9277
0,1425.0,1605.0,660.0,1920.0,2321.0,35.2,16.6,0.9242
0,1329.0,1360.0,704.0,1768.0,1894.0,31.2,25.5,1.1379
0,1299.0,1197.0,763.0,1688.0,1606.0,29.3,30.7,1.229
1,1123.0,1015.0,845.0,1470.0,1297.0,28.3,30.1,1.1392
1,1089.0,1024.0,831.0,1452.0,1182.0,27.4,31.5,1.133
1,1081.0,950.0,876.0,1434.0,1138.0,26.2,35.7,1.1929
1,1031.0,871.0,950.0,1393.0,972.0,25.2,38.1,1.2049
1,969.0,787.0,1035.0,1350.0,799.0,24.4,39.1,1.1784
2,881.0,680.0,1175.0,1251.0,630.0,23.7,39.1,1.1289
2,869.0,638.0,1219.0,1213.0,586.0,24.2,38.5,1.1491
2,866.0,644.0,1162.0,1218.0,629.0,24.5,38.5,1.1688
2,895.0,689.0,1134.0,1250.0,709.0,22.4,43.5,1.1624
1,933.0,786.0,1018.0,1306.0,858.0,22.3,43.8,1.1631
0,1209.0,1163.0,762.0,1606.0,1300.0,21.4,45.8,1.1515
0,1417.0,1511.0,587.0,1975.0,1676.0,22.9,41.3,1.1383
0,1227.0,1233.0,739.0,1594.0,1384.0,26.6,30.3,1.0378
1,1093.0,1076.0,871.0,1457.0,1125.0,30.3,23.0,0.977
1,1135.0,1170.0,867.0,1523.0,1189.0,32.8,18.9,0.9234
1,1112.0,1161.0,866.0,1499.0,1088.0,34.3,17.7,0.9416
1,1147.0,1168.0,858.0,1492.0,1118.0,33.3,18.9,0.9536
1,1086.0,1070.0,907.0,1423.0,924.0,33.0,20.1,0.9959
1,1077.0,1056.0,908.0,1406.0,935.0,33.6,19.6,1.0029
1,1110.0,1098.0,882.0,1450.0,1009.0,34.9,18.4,1.0106
1,1146.0,1125.0,846.0,1511.0,1016.0,33.4,20.3,1.027
1,1211.0,1194.0,797.0,1599.0,1188.0,31.6,22.7,1.041
1,1218.0,1221.0,755.0,1599.0,1290.0,29.2,26.9,1.0709
1,1136.0,1082.0,824.0,1478.0,1130.0,27.7,30.1,1.0991
1,1017.0,908.0,932.0,1354.0,880.0,27.1,31.0,1.0991
1,1063.0,946.0,886.0,1391.0,996.0,26.0,33.4,1.1071
1,1083.0,951.0,880.0,1393.0,1054.0,25.1,35.7,1.1222
1,1077.0,994.0,829.0,1429.0,1081.0,24.3,38.5,1.1525
1,968.0,823.0,952.0,1343.0,828.0,23.4,40.7,1.1551
1,898.0,720.0,1059.0,1259.0,661.0,23.2,41.2,1.1561
2,859.0,656.0,1126.0,1213.0,582.0,23.6,40.5,1.1667
2,849.0,607.0,1189.0,1190.0,544.0,23.5,40.9,1.1677
2,886.0,658.0,1101.0,1234.0,647.0,20.5,48.4,1.1557
2,932.0,708.0,1057.0,1285.0,720.0,20.7,48.4,1.1663
1,1144.0,1006.0,757.0,1535.0,1207.0,19.9,50.8,1.1694
0,1222.0,1083.0,729.0,1624.0,1273.0,21.3,47.2,1.1825
1,1202.0,989.0,775.0,1506.0,1303.0,24.0,40.8,1.1993
0,1323.0,1190.0,698.0,1702.0,1479.0,28.7,30.3,1.1769
1,1219.0,1074.0,805.0,1532.0,1191.0,31.9,24.7,1.1477
1,1121.0,965.0,899.0,1386.0,932.0,33.8,21.9,1.1331
1,1096.0,942.0,893.0,1366.0,826.0,32.7,22.7,1.1044
1,1019.0,858.0,989.0,1270.0,631.0,33.0,21.3,1.0512
1,1045.0,857.0,994.0,1308.0,598.0,33.9,21.2,1.0989
1,1147.0,959.0,872.0,1387.0,796.0,35.9,20.3,1.1845
1,1145.0,971.0,883.0,1418.0,759.0,34.2,22.6,1.197
1,1202.0,1040.0,815.0,1506.0,886.0,32.0,27.3,1.2752
1,1283.0,1112.0,719.0,1583.0,1071.0,29.3,32.6,1.3105
1,1148.0,929.0,815.0,1443.0,826.0,27.2,38.0,1.347
1,1229.0,1012.0,743.0,1562.0,1103.0,26.1,41.1,1.3705
1,1287.0,1060.0,716.0,1595.0,1221.0,25.3,44.6,1.4161
0,1285.0,1062.0,715.0,1583.0,1449.0,24.6,47.2,1.4424
0,1251.0,1055.0,701.0,1602.0,1364.0,24.1,48.8,1.4412
1,1120.0,900.0,811.0,1462.0,1111.0,23.6,50.4,1.447
1,1108.0,917.0,797.0,1495.0,1129.0,22.0,55.8,1.4585
1,961.0,759.0,943.0,1375.0,799.0,22.4,53.6,1.4379
1,950.0,719.0,982.0,1372.0,771.0,21.6,55.8,1.4228
2,901.0,608.0,1105.0,1299.0,646.0,21.8,55.2,1.4184
2,903.0,619.0,1111.0,1315.0,705.0,21.7,55.4,1.4192
1,1024.0,757.0,923.0,1423.0,908.0,20.6,59.8,1.435
1,1093.0,837.0,830.0,1480.0,1047.0,22.1,55.3,1.4495
1,1097.0,833.0,853.0,1470.0,1015.0,24.8,48.2,1.4883
1,1126.0,830.0,853.0,1528.0,938.0,27.9,43.4,1.6017
1,1139.0,794.0,908.0,1456.0,849.0,30.1,38.5,1.6212
1,1178.0,832.0,858.0,1542.0,844.0,28.2,48.6,1.8253
1,1243.0,883.0,745.0,1660.0,1036.0,24.8,70.4,2.1766
1,1017.0,680.0,996.0,1421.0,729.0,27.8,49.4,1.8209
1,1048.0,672.0,1050.0,1438.0,556.0,25.4,59.9,1.9168
1,1254.0,840.0,787.0,1602.0,846.0,26.1,66.8,2.231
1,1287.0,911.0,796.0,1664.0,942.0,28.0,53.2,1.981
1,1215.0,900.0,823.0,1604.0,902.0,27.4,51.4,1.8404
0,1363.0,1071.0,697.0,1763.0,1178.0,25.7,55.8,1.8149
0,1436.0,1224.0,609.0,1886.0,1426.0,24.6,60.3,1.8363
0,1365.0,1143.0,655.0,1796.0,1394.0,24.2,61.6,1.8381
0,1506.0,1385.0,555.0,2260.0,1935.0,23.8,63.5,1.8495
0,1227.0,1055.0,705.0,1772.0,1360.0,23.0,64.8,1.802
1,1038.0,866.0,833.0,1570.0,1061.0,23.0,63.3,1.7589
1,934.0,744.0,970.0,1473.0,870.0,22.8,63.3,1.7355
1,900.0,699.0,1036.0,1452.0,799.0,21.0,68.6,1.6873
1,870.0,692.0,1070.0,1443.0,779.0,20.4,70.7,1.6734
1,875.0,713.0,1027.0,1436.0,809.0,19.4,73.4,1.6417
1,940.0,789.0,917.0,1473.0,914.0,19.5,72.0,1.6118
1,1053.0,913.0,824.0,1578.0,1033.0,19.7,70.3,1.5925
0,1509.0,1508.0,533.0,2257.0,1572.0,20.4,66.7,1.577
0,1559.0,1599.0,498.0,2374.0,1704.0,21.8,61.8,1.5966
0,1313.0,1231.0,626.0,1889.0,1455.0,23.0,60.2,1.6652
0,1372.0,1251.0,609.0,1890.0,1588.0,25.4,53.0,1.6963
0,1320.0,1190.0,655.0,1825.0,1482.0,30.0,41.6,1.7324
0,1346.0,1246.0,639.0,1907.0,1458.0,32.6,34.8,1.6872
0,1307.0,1236.0,649.0,1869.0,1356.0,32.2,34.2,1.6145
1,1157.0,1069.0,737.0,1653.0,1100.0,32.1,33.5,1.569
1,1154.0,1026.0,773.0,1623.0,1212.0,32.6,31.8,1.5361
1,1172.0,1145.0,735.0,1676.0,1049.0,35.2,25.2,1.4111
1,1241.0,1254.0,693.0,1735.0,1149.0,34.3,24.7,1.3154
0,1379.0,1433.0,605.0,1982.0,1370.0,31.5,29.9,1.3638
0,1570.0,1684.0,494.0,2289.0,1716.0,29.0,36.6,1.4452
0,1418.0,1471.0,542.0,2064.0,1600.0,27.1,42.2,1.4949
0,1317.0,1295.0,593.0,1883.0,1592.0,26.1,46.4,1.5445
0,1204.0,1136.0,648.0,1782.0,1491.0,25.1,49.4,1.548
1,1014.0,853.0,843.0,1499.0,1084.0,26.0,46.4,1.5375
1,956.0,794.0,896.0,1456.0,1007.0,24.7,49.2,1.5116
1,891.0,708.0,1005.0,1382.0,823.0,24.8,49.0,1.5092
1,856.0,665.0,1061.0,1375.0,788.0,23.5,52.6,1.5035
1,863.0,703.0,1032.0,1403.0,791.0,20.8,62.1,1.5044
1,911.0,745.0,922.0,1428.0,924.0,19.9,65.5,1.5078
1,936.0,765.0,916.0,1462.0,941.0,20.6,62.9,1.5088
1,1087.0,964.0,774.0,1633.0,1103.0,21.3,59.4,1.4918
0,1540.0,1498.0,519.0,2301.0,1657.0,22.0,58.3,1.5199
0,1513.0,1601.0,469.0,2382.0,1743.0,23.2,55.4,1.5559
0,1409.0,1322.0,562.0,2004.0,1601.0,26.5,50.2,1.713
1,1219.0,1042.0,699.0,1750.0,1253.0,29.0,45.5,1.7976
1,1286.0,1172.0,644.0,1870.0,1295.0,30.1,42.0,1.7602
1,1228.0,1174.0,668.0,1788.0,1192.0,32.3,35.9,1.7067
1,1140.0,1117.0,711.0,1690.0,1046.0,33.2,33.8,1.69
1,1052.0,906.0,832.0,1516.0,803.0,34.0,33.6,1.7591
1,1282.0,1107.0,682.0,1791.0,1116.0,29.9,45.6,1.8942
0,1378.0,1282.0,576.0,2010.0,1347.0,27.7,53.7,1.967
0,1506.0,1471.0,518.0,2200.0,1530.0,28.0,52.7,1.9604
0,1310.0,1259.0,620.0,1926.0,1240.0,28.6,48.2,1.8616
1,1204.0,1114.0,686.0,1807.0,1092.0,24.8,61.6,1.9067
1,1071.0,842.0,873.0,1575.0,740.0,20.3,77.2,1.8204
1,967.0,719.0,980.0,1490.0,670.0,19.7,82.5,1.8674
1,947.0,689.0,1009.0,1454.0,640.0,20.6,78.8,1.8885
1,1011.0,734.0,967.0,1497.0,918.0,19.2,87.2,1.9195
1,971.0,722.0,949.0,1472.0,804.0,20.5,81.5,1.936
1,886.0,627.0,1082.0,1405.0,694.0,21.4,74.0,1.8683
1,908.0,657.0,1013.0,1460.0,796.0,20.5,78.2,1.8678
1,901.0,652.0,1013.0,1468.0,804.0,20.7,77.8,1.8764
1,915.0,674.0,970.0,1481.0,829.0,20.5,78.0,1.8636
1,940.0,712.0,961.0,1499.0,848.0,20.6,76.2,1.8272
1,1048.0,891.0,791.0,1654.0,992.0,20.1,77.4,1.802
0,1298.0,1181.0,644.0,1962.0,1256.0,20.9,73.3,1.787
0,1487.0,1493.0,492.0,2345.0,1598.0,21.2,72.3,1.8007
0,1327.0,1233.0,582.0,1968.0,1403.0,22.5,68.9,1.8511
0,1363.0,1255.0,573.0,1989.0,1497.0,23.7,64.5,1.8682
0,1393.0,1340.0,529.0,2080.0,1500.0,23.2,68.4,1.9243
0,1361.0,1324.0,540.0,2044.0,1549.0,23.5,69.2,1.9776
0,1289.0,1217.0,599.0,1975.0,1374.0,24.1,65.5,1.9371
0,1265.0,1184.0,619.0,1930.0,1270.0,24.2,65.6,1.9501
0,1339.0,1257.0,579.0,2031.0,1360.0,24.6,63.9,1.9459
0,1269.0,1215.0,608.0,1939.0,1296.0,26.3,56.5,1.9018
0,1299.0,1220.0,624.0,1929.0,1319.0,26.9,53.1,1.8557
0,1546.0,1519.0,493.0,2265.0,1649.0,26.5,50.8,1.7334
0,1571.0,1593.0,469.0,2409.0,1686.0,25.1,55.8,1.7511
0,1312.0,1299.0,580.0,2016.0,1380.0,23.9,58.9,1.7276
1,1074.0,946.0,767.0,1635.0,1079.0,23.1,62.8,1.7562
1,1127.0,989.0,752.0,1724.0,1096.0,22.1,67.3,1.7671
1,1040.0,923.0,769.0,1640.0,1049.0,22.1,66.5,1.7441
1,1060.0,925.0,772.0,1649.0,1161.0,21.1,70.1,1.7366
1,911.0,753.0,934.0,1496.0,865.0,21.9,67.1,1.7394
1,853.0,623.0,1107.0,1421.0,768.0,21.7,67.4,1.7262
1,915.0,725.0,962.0,1485.0,845.0,20.2,73.8,1.7229
1,897.0,738.0,936.0,1471.0,843.0,19.1,76.0,1.6668
1,976.0,840.0,844.0,1562.0,964.0,19.4,75.4,1.6802
1,1066.0,982.0,740.0,1699.0,1065.0,19.7,74.4,1.6829
0,1435.0,1387.0,544.0,2140.0,1467.0,19.9,74.3,1.7083
0,1420.0,1430.0,512.0,2194.0,1510.0,20.4,72.8,1.7198
0,1365.0,1341.0,549.0,2033.0,1518.0,21.6,67.7,1.7254
0,1171.0,1083.0,695.0,1758.0,1276.0,22.9,59.1,1.633
1,982.0,850.0,888.0,1505.0,873.0,18.7,73.1,1.5608
1,1021.0,979.0,798.0,1580.0,958.0,21.1,58.3,1.4444
1,1044.0,1039.0,771.0,1609.0,1076.0,23.3,47.1,1.3281
1,1005.0,972.0,834.0,1514.0,952.0,22.9,47.9,1.3208
1,1021.0,985.0,816.0,1524.0,977.0,23.3,46.2,1.301
